Nombre del Centro;Num de Registro;Dirección;Código postal;Localidad;Provincia;Teléfono;Fax;Tipo de Centro;Finalidad Asistencial;Titularidad;Dependencia Funcional
CONSULTA DE LOGOPEDIA PALABRAS Y MAS;47-C22-0131;CL. ARCO DEL CORREGIDOR S/N;47,410;OLMEDO;VALLADOLID;691,625,464;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA;RICO SANCHEZ , ROSANA;PRIVADOS
GABINETE DE FISIOTERAPIA LUIS ALONSO;24-C22-0016;CL. ISAAC GARCIA DE QUIROS 7;24,200;VALENCIA DE DON JUAN;LEON;987,750,328;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;CASTILLO ALONSO , IGNACIO;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE TIZNEROS;40-C232-0318;CL. LAS ERAS 0;40,191;TIZNEROS;SEGOVIA;921,449,001;921,449,120;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ESPIRDO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE VILLANUEVA DE PUERTA;09-C232-0502;PZ. PURIFICACION SANTA MARTA, S/N;9,125;VILLANUEVA DE PUERTA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLADIEGO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE NAVA DE MENA;09-C232-0278;CL. -;9,586;NAVA DE MENA;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALLE DE MENA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
UNIDAD DE MEDICINA DEL TRABAJO DE PREVENSALUD INTEGRAL 2002 EN AVILA;05-C3-0111;CL. CRUZ ROJA  (CENTRO MEDICALITAS) 1;5,001;AVILA;AVILA;920,105,110;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;MEDICINA DEL TRABAJO;PREVENSALUD INTEGRAL  S.L.;PRIVADOS
OFTALMOLOGIA VALLE ANCHO;37-C21-0237;CT. DEL CARMEN 27  D;37,002;SALAMANCA;SALAMANCA;923,280,311;923,280,388;CONSULTAS MEDICAS;OFTALMOLOGIA;OFTALMOLOGIA VALLE ANCHO, S.L.;PRIVADOS
CONSULTA MEDICA DE ALERGOLOGIA D. ADOLFO VELEZ RUIZ DE LOBERA;24-C21-0203;CL. JUAN LORENZO SEGURA 8;24,001;LEON;LEON;987,224,445;0;CONSULTAS MEDICAS;ALERGOLOGIA;VELEZ RUIZ DE LOBERA , ADOLFO;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE PALACIOS DEL ARZOBISPO;37-C232-0260;CL. EMPEDRADA 0;37,111;PALACIOS DEL ARZOBISPO;SALAMANCA;923,320,821;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE PALACIOS DEL ARZOBISPO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE VEGALATRAVE;49-C232-0228;CL. DESCONOCIDA;49,542;VEGALATRAVE;ZAMORA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VEGALATRAVE;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
BODYU NUTRICION;34-C22-0134;CL. COLON 25;34,002;PALENCIA;PALENCIA;979,104,735;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;NUTRICION Y DIETETICA;SANCHEZ MARTIN , ANA ELENA;PRIVADOS
CLINICA ORILLE PEREZ;24-C21-0117;CL. ALFONSO V, N. 11, PPAL. DCHA.;24,001;LEON;LEON;987,238,694;0;CONSULTAS MEDICAS;GINECOLOGIA #OBSTETRICIA;CLINICA ORILLE PEREZ, S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE VILLAVEDON;09-C232-0474;CL. NORTE S/N;9,134;VILLAVEDON;BURGOS;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VILLADIEGO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE PALACIOS DE SANABRIA;49-C232-0207;PZ. MAYOR 0;49,322;PALACIOS DE SANABRIA;ZAMORA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE PALACIOS DE SANABRIA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE VEGA DE TIRADOS;37-C232-0129;CL. PLAZA MAYOR 0;37,170;VEGA DE TIRADOS;SALAMANCA;923,260,330;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VEGA DE TIRADOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIO DE MEDICINA DEL TRABAJO DE LA SP DE FREMAP EN ZAMORA;49-C3-0046;RD. DE LA FERIA 13;49,005;ZAMORA;ZAMORA;980,557,471;980,515,377;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;MEDICINA DEL TRABAJO;PREMAP SEGURIDAD Y SALUD S.L.;PRIVADOS
ALGAZARA PSICOLOGIA;37-C22-0358;CL. POZO AMARILLO, 36-42;37,001;SALAMANCA;SALAMANCA;693,037,411;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);MARTIN CRISTOBAL , ANA BELEN;PRIVADOS
ANATOMIA PATOLOGICA. MATER PATOLOGIA;05-C256-0006;AV. SANTA CRUZ DE TENERIFE (CLINICA STA. TERESA) 11;5,005;AVILA;AVILA;920,025,252;920,222,342;ESPECIALIZADOS: CENTROS DE DIAGNOSTICO;ANATOMIA PATOLOGICA;MATER PATOLOGIA, S.L.;PRIVADOS
SERVICIO DE TERAPIAS RESPIRATORIAS A DOMICILIO LINDE SEGOVIA;40-C290-0008;CL. GREMIO DE LOS PELLEJEROS NAVE 2A P.I. HONTORIA 8;40,195;HONTORIA;SEGOVIA;0;0;OTROS PROVEEDORES DE ASIST. SANITARIA SIN INTERNAMIENTO;ASISTENCIA SANITARIA DOMICILIARIA;LINDE MEDICA, S.L.U.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE CILLERUELO DE BEZANA;09-C232-0121;CL. -;9,572;CILLERUELO DE BEZANA;BURGOS;983,550,018;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALLE DE VALDEBEZANA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA DENTAL GUIOMAR;40-C251-0100;CL. SANTO TOMAS 5;40,002;SEGOVIA;SEGOVIA;921,110,088;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;MATE MARTIN , GUIOMAR;PRIVADOS
CONSULTORIO LOCAL DE VALDEMORILLA;24-C232-0430;CR. VALDERAS 0;24,293;VALDEMORILLA;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE IZAGRE;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE EL HOYO DE PINARES;05-C232-0119;PZ. VICTIMAS DEL TERRORISMO S/N;5,250;HOYO DE PINARES (EL);AVILA;918,638,769;0;CONSULTORIOS DE ATENCION PRIMARIA;ATENCION SANITARIA DOMICILIARIA#ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA#OBTENCION DE MUESTRAS#PEDIATRIA#VACUNACION;AYUNTAMIENTO DE HOYO DE PINARES EL;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
RESIDENCIA PARA PERSONAS MAYORES GERO REAL;47-C3-0217;CL. FRANCISCO DE VITORIA 24;47,195;ARROYO;VALLADOLID;983,388,910;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;GERO REAL S.L.;PRIVADOS
CENTRO DE SALUD DE TROBAJO DEL CAMINO-VALVERDE LA VIRGEN;24-C231-0041;CL. BUENAVENTURA DURRUTI 1;24,010;SAN ANDRES DEL RABANEDO;LEON;987,800,802;987,808,044;CENTROS DE ATENCION PRIMARIA: CENTROS DE SALUD;ATENCION SANITARIA DOMICILIARIA#CIRUGIA MENOR AMBULATORIA#ENFERMERIA#ENFERMERIA OBSTETRICO - GINECOLOGICA (MATRONA)#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#OBTENCION DE MUESTRAS#ODONTOLOGIA / ESTOMATOLOGIA#PEDIATRIA#URGENCIAS#VACUNACION;GERENCIA REGIONAL DE SALUD DE CASTILLA Y LEON;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE VALLERUELA DE PEDRAZA;40-C232-0177;CL. CANTARRANAS 1;40,174;VALLERUELA DE PEDRAZA;SEGOVIA;921,533,737;921,533,737;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALLERUELA DE PEDRAZA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
ALAIN AFFLELOU OPTICO;24-E-0104;CL. CAPITAN CORTES 12;24,001;LEON;LEON;627,790,594;0;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE OPTICA;TORMEVISION OPTICOS, S.L.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE PINAREJOS;40-C232-0259;TR. DE LA PEGUERA 23;40,296;PINAREJOS;SEGOVIA;921,160,542;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE PINAREJOS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE TREMEDAL (EL);05-C232-0290;CL. DESCONOCIDA;5,691;TREMEDAL;AVILA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SOLANA DE AVILA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA DENTAL LA COSTANILLA;49-C251-0031;CL. COSTANILLA 5;49,004;ZAMORA;ZAMORA;980,537,379;0;ESPECIALIZADOS: CLINICAS DENTALES;ODONTOLOGIA / ESTOMATOLOGIA;SUTIL HERNANDEZ , M. DEL CARMEN;PRIVADOS
CONSULTA DE ANGIOLOGIA Y CIRUGIA VASCULAR DE D. R. FERNANDEZ-SAMOS;24-C21-0079;CL. LOPE DE VEGA 9;24,002;LEON;LEON;987,272,401;0;CONSULTAS MEDICAS;ANGIOLOGIA Y CIRUGIA VASCULAR;FERNANDEZ-SAMOS GUTIERREZ , RAFAEL;PRIVADOS
CONSULTORIO LOCAL DE SAN LLORENTE;47-C232-0089;CL. SOCARRENA 11;47,317;SAN LLORENTE;VALLADOLID;983,870,506;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE MAYORGA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE PSICOLOGIA DE D.. CRISTINA DEL RIO;37-C22-0341;CL. AZAFRANAL, 48-50  A;37,001;SALAMANCA;SALAMANCA;691,776,450;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);DEL RIO ANTON , CRISTINA;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE CUBO DE BUREBA;09-C232-0076;CL. REAL  S/N;9,289;CUBO DE BUREBA;BURGOS;983,441,012;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CUBO DE BUREBA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE TORNADIZOS DE AREVALO;05-C232-0286;CL. LARGA, S/N;5,215;TORNADIZOS DE AREVALO;AVILA;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE PALACIOS DE GODA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
SERVICIOS SANITARIOS RESIDENCIA DE P. M. NTRA. SRA. DE LA PIEDAD Y SAN JOSE;49-C3-0076;CL. DE SANTA CRUZ 5;49,600;BENAVENTE;ZAMORA;980,630,288;0;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;DEPOSITO DE MEDICAMENTOS#ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;CONGREGACION HERMANITAS ANCIANOS DESAMPARADOS;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE ALMENARA DE TORMES;37-C232-0416;CL. CERCADOS 4;37,115;ALMENARA DE TORMES;SALAMANCA;923,321,116;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ALMENARA DE TORMES;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE ABUSEJO;37-C232-0001;CL. CALVARIO, 22;37,640;ABUSEJO;SALAMANCA;923,446,196;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ABUSEJO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
+VISION;24-E-0003;AV. SAN MAMES  17;24,007;LEON;LEON;987,242,924;987,242,924;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE OPTICA;MASVISION GRUPO OPTICO S.A.;PRIVADOS
CONSULTA DE PSICOLOGIA CRISTINA NEGRO;47-C22-0149;CL. GAMAZO 4  B;47,004;VALLADOLID;VALLADOLID;983,396,648;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);NEGRO MARTINEZ , CRISTINA;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE TEJARES;40-C232-0222;CM. DE CASTRO 0;40,314;TEJARES;SEGOVIA;921,527,225;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE FUENTESOTO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE SAN ANDRES DEL RABANEDO;24-C232-0066;AV. DEL ROMERAL 0;24,010;SAN ANDRES DEL RABANEDO;LEON;987,228,024;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SAN ANDRES DEL RABANEDO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CENTRO DE FISIOTERAPIA FISIO +;40-C22-0082;CL. GENERAL GUTIERREZ MELLADO  11;40,005;SEGOVIA;SEGOVIA;635,323,722;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;DIAZ REQUES , SONIA;PRIVADOS
CONSULTA MEDICA DE D. MIGUEL DE GABRIEL PEREZ;24-C21-0050;CL. CONSTITUCION 104  C;24,800;CISTIERNA;LEON;987,701,432;0;CONSULTAS MEDICAS;CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#MEDICINA AERONAUTICA#MEDICINA GENERAL /  DE FAMILIA;DE GABRIEL PEREZ , MIGUEL;PRIVADOS
CONSULTA DE ENDOCRINOLOGIA DE D. MANUEL DELGADO GOMEZ;37-C21-0236;PS. DE CARMELITAS, N. 61-63, ENTREPLANTA (CENTRO DE RECUPERACION DEPORTIVA);37,002;SALAMANCA;SALAMANCA;923,616,700;0;CONSULTAS MEDICAS;ENDOCRINOLOGIA;DELGADO GOMEZ , MANUEL MIGUEL;PRIVADOS
CENTRO DE RECONOCIMIENTO MEDICO Y PSICOTECNICO SOTILLO;05-C2510-0011;CR. DE CASILLAS 6, 1.,  LOCAL 10;5,000;SOTILLO DE LA ADRADA;AVILA;918,668,416;918,668,416;ESPECIALIZADOS: CENTROS DE RECONOCIMIENTO;OTRAS UNIDADES ASISTENCIALES;GONZALEZ 2009 PSICOTECNICOS SL.;PRIVADOS
CONSULTORIO LOCAL DE CUADROS;24-C232-0216;CL. DESCONOCIDA 0;24,620;CUADROS;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CUADROS;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO DE ATENCION PRIMARIA DE LA HIGUERA (SEGOVIA);40-C232-0114;CL. LA IGLESIA 0;40,191;HIGUERA (LA);SEGOVIA;921,449,001;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE ESPIRDO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE MEDICINA GENERAL D. JOSE LUIS  CASTRILLO ALONSO;47-C21-0370;AV. DE VALLADOLID  55;47,320;TUDELA DE DUERO;VALLADOLID;983,520,448;0;CONSULTAS MEDICAS;MEDICINA GENERAL /  DE FAMILIA;CASTRILLO ALONSO , JOSE LUIS;PRIVADOS
CONSULTORIO LOCAL DE VILLAGALLEGOS;24-C232-0319;CL. DESCONOCIDA 0;24,250;VILLAGALLEGOS;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE VALDEVIMBRE;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
S. SANITARIOS DE LA RESIDENCIA PARA P. MAYORES CENTRO GERONTOLOGICO LACORT;47-C3-0166;CL. JOSE MARIA LACORT 20;47,002;VALLADOLID;VALLADOLID;983,390,433;983,392,844;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;ENFERMERIA#FISIOTERAPIA#MEDICINA GENERAL /  DE FAMILIA#TERAPIA OCUPACIONAL;CENTRO GERONTOLOGICO LACORT S.L.;PRIVADOS
CONSULTORIO LOCAL DE SANTIAGO DEL ARROYO;47-C232-0108;CR. VALLADOLID 0;47,164;SANTIAGO DEL ARROYO;VALLADOLID;921,162,160;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE SAN MIGUEL DEL ARROYO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTA DE PSICOLOGIA DE D.. M. ANGELES BELTRAN SANCHEZ;37-C22-0326;CL. BRETON, N. 16, 2. B (CENTRO DE PSICOTERAPIA BRETON);37,001;SALAMANCA;SALAMANCA;639,886,449;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);BELTRAN SANCHEZ , MARIA DE LOS ANGELES;PRIVADOS
NOVOPTICA;09-E-0021;CL. SEVERO OCHOA  19;9,006;BURGOS;BURGOS;947,210,584;947,210,584;ESTABLECIMIENTOS SANITARIOS (OPTICAS, ORTOPEDIAS, AUDIOPROTESIS);ESTABLECIMIENTO DE OPTICA;MARTINEZ POZA , ALVARO;PRIVADOS
CONSULTORIO LOCAL DE POBLADURA DEL VALLE;49-C232-0242;CL. MADRID 26;49,780;POBLADURA DEL VALLE;ZAMORA;980,650,018;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE POBLADURA DEL VALLE;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE BARCIAL DE LA LOMA;47-C232-0012;CL. PLAZA 0;47,674;BARCIAL DE LA LOMA;VALLADOLID;983,731,006;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE BARCIAL DE LA LOMA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
ANCLA SALUD;37-C21-0217;CL. SINAGOGA,  1-3;37,500;CIUDAD RODRIGO;SALAMANCA;923,481,645;923,480,871;CONSULTAS MEDICAS;MEDICINA GENERAL /  DE FAMILIA;PEREZ-SOLORZANO SANCHEZ , MARIA JESUS;PRIVADOS
CONSULTA DE LOGOPEDIA A DOMICILIO DE D. SANDRA SEVILLANO VILLALBA;47-C22-0123;CL. (A EFECTO DE NOTIFICACIONES) JOSE ZORRILLA 22;47,270;CIGALES;VALLADOLID;983,252,251;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA;SEVILLANO VILLALBA , SANDRA;PRIVADOS
HOSPITAL CAMPO GRANDE;47-C11-0004;PZ. DE COLON 1;47,000;VALLADOLID;VALLADOLID;983,144,149;983,144,150;HOSPITALES GENERALES;ANALISIS CLINICOS#ANESTESIA Y REANIMACION#ANGIOLOGIA Y CIRUGIA VASCULAR#APARATO DIGESTIVO#CARDIOLOGIA#CIRUGIA CARDIACA#CIRUGIA GENERAL Y DIGESTIVO#CIRUGIA MAXILOFACIAL#CIRUGIA MAYOR AMBULATORIA#CIRUGIA ORTOPEDICA Y TRAUMATOLOGIA#CIRUGIA PEDIATRICA#CIRUGIA PLASTICA Y REPARADORA#CIRUGIA TORACICA#CUIDADOS PALIATIVOS#ENDOCRINOLOGIA #ENFERMERIA#FARMACIA#GINECOLOGIA #HEMATOLOGIA CLINICA#HEMODINAMICA#HOSPITAL DE DIA #MEDICINA GENERAL /  DE FAMILIA#MEDICINA INTENSIVA #MEDICINA INTERNA#NEUMOLOGIA#NEUROCIRUGIA#NEUROFISIOLOGIA #OBSTETRICIA#OBTENCION DE TEJIDOS#OFTALMOLOGIA#ONCOLOGIA #OTORRINOLARINGOLOGIA#PEDIATRIA#PSIQUIATRIA#RADIODIAGNOSTICO#RADIOTERAPIA#SERVICIO DE TRANSFUSION#TRATAMIENTO DEL DOLOR#URGENCIAS#UROLOGIA#VACUNACION;HOSPITAL RECOLETAS DE CASTILLA Y LEON S.L.U.;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE VILORIA;24-C232-0038;CL. REAL 0;24,316;VILORIA;LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE CASTROPODAME;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CLINICA DE FISIOTERAPIA D. SARA TERA;49-C22-0086;CL. TRASTOLA 2;49,031;ZAMORA;ZAMORA;659,239,336;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;GONZALEZ  RIVERA , SARA TERA;PRIVADOS
CONSULTA DE PSICOLOGIA SANITARIA MARIA FERNANDEZ;49-C22-0152;CL. CAMPO DE MARTE 5;49,007;ZAMORA;ZAMORA;618,088,045;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);FERNANDEZ PEREZ , MARIA;PRIVADOS
GABINETE DE LOGOPEDIA BLA - BLA;09-C22-0110;AV. REYES CATOLICOS, 42 - LOCAL 5;9,005;BURGOS;BURGOS;645,016,374;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;LOGOPEDIA;SAINZ ROJO , SARA;PRIVADOS
MULTIOPTICAS;09-E3-0005;CL. SAN JUAN 8;9,003;BURGOS;BURGOS;0;0;ESTABLECIMIENTO DE OPTICA;ESTABLECIMIENTO DE OPTICA;BURGOS VISION S.L.;PRIVADOS
AUTO TRANSPORTES SANITARIOS (SVA);24-C257-0012;CL. MAESTRO URIARTE 3;24,008;LEON;LEON;987,232,323;987,876,230;CENTROS MOVILES DE ASISTENCIA SANITARIA;TRANSPORTE SANITARIO #URGENCIAS;AUTO TRANSPORTES SANITARIOS, S.L.;PRIVADOS
SERVICIOS SANITARIOS DE ACLAD EN PALENCIA;34-C3-0032;CL. LAS ACACIAS 2;34,000;PALENCIA;PALENCIA;979,749,451;979,749,451;SERVICIOS SANITARIOS INTEGRADOS EN ORGANIZACION NO SANITARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA#OBTENCION DE MUESTRAS#OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA)#VACUNACION;ACLAD ASOCIACION DE AYUDA AL DROGODEPENDIENTE;PRIVADOS
DUAE FISIOTERAPIA;47-C22-0272;CL. FELIPE SANCHEZ ROMAN (INSTALACIONES DEL C.D.O. COVARESA) S/N;47,008;VALLADOLID;VALLADOLID;649,027,729;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;FISIOTERAPIA;DUAE FISIOTERAPIA , C.B.;PRIVADOS
CONSULTA DE PSICOLOGIA M. CONSOLACION PEREZ PERAL;47-C22-0290;CL. NICASIO PEREZ 9;47,005;VALLADOLID;VALLADOLID;656,457,158;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);PEREZ PERAL , CONSOLACION;PRIVADOS
CONSULTA DE PSICOLOGIA SANITARIA D. M. CAMINO QUIROS CHACON;24-C22-0327;CL. CARDENAL LORENZANA 1  B;24,001;LEON;LEON;668,849,861;0;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;OTRAS UNIDADES ASISTENCIALES (PSICOLOGIA SANITARIA);QUIROS CHACON , CAMINO;PRIVADOS
CONSULTORIO DE ATENCION PRIMARIA DE VENTAS DE ALBARES (LAS);24-C232-0468;CL. LA CORREDERA 0;24,370;VENTAS DE ALBARES (LAS);LEON;0;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE TORRE DEL BIERZO;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
CONSULTORIO LOCAL DE TORRESCARCELA;47-C232-0162;PZ. MAYOR 0;47,313;TORRESCARCELA;VALLADOLID;983,698,250;0;CONSULTORIOS DE ATENCION PRIMARIA;ENFERMERIA#MEDICINA GENERAL /  DE FAMILIA;AYUNTAMIENTO DE TORRESCARCELA;SERVICIOS O INSTITUTOS DE SALUD DE LAS CCAA
